office,year,month,consumption
232,2023,7,7604210
232,2023,8,4960339
232,2023,9,1014358
232,2023,10,9401064
232,2023,11,9571057
232,2023,12,1928008
233,2019,1,4861019
233,2019,2,7956491
233,2019,3,7864401
233,2019,4,3268128
233,2019,5,2499724
233,2019,6,2077624
233,2019,7,820023
233,2019,8,2408508
233,2019,9,4623950
233,2019,10,9368791
233,2019,11,6036582
233,2019,12,7707375
233,2020,1,6863173
233,2020,2,8116526
233,2020,3,147369
233,2020,4,9715041
233,2020,5,4134357
233,2020,6,6865055
233,2020,7,6780404
233,2020,8,8771397
233,2020,9,6235447
233,2020,10,8375705
233,2020,11,6683197
233,2020,12,1809261
233,2021,1,3369667
233,2021,2,1103531
233,2021,3,3225771
233,2021,4,8761083
233,2021,5,7585308
233,2021,6,509753
233,2021,7,8299125
233,2021,8,3112847
233,2021,9,2311708
233,2021,10,2773999
233,2021,11,7374792
233,2021,12,9279454
233,2022,1,1074391
233,2022,2,2777994
233,2022,3,6653664
233,2022,4,2583972
233,2022,5,7657082
233,2022,6,223742
233,2022,7,4719102
233,2022,8,2008719
233,2022,9,4823825
233,2022,10,6151310
233,2022,11,9049529
233,2022,12,2062240
233,2023,1,5414600
233,2023,2,7361988
233,2023,3,3620553
233,2023,4,8505861
233,2023,5,2308074
233,2023,6,519483
233,2023,7,3138916
233,2023,8,941295
233,2023,9,8611405
233,2023,10,2572806
233,2023,11,4875013
233,2023,12,1648576
234,2019,1,32310794
234,2019,2,11437078
234,2019,3,10299026
234,2019,4,32015186
234,2019,5,69089422
234,2019,6,2110556
234,2019,7,89609346
234,2019,8,42876318
234,2019,9,99235936
234,2019,10,80850307
234,2019,11,80051001
234,2019,12,5700466
234,2020,1,53475520
234,2020,2,98551057
234,2020,3,45132978
234,2020,4,62897054
234,2020,5,10731693
234,2020,6,23959711
234,2020,7,8231384
234,2020,8,52062429
234,2020,9,36033046
234,2020,10,33087959
234,2020,11,69285951
234,2020,12,9380785
234,2021,1,59768248
234,2021,2,36481600
234,2021,3,8949704
234,2021,4,57103875
234,2021,5,40921783
234,2021,6,4757349
234,2021,7,5681113
234,2021,8,89224341
234,2021,9,42924159
234,2021,10,45388846
234,2021,11,62757216
234,2021,12,65740071
234,2022,1,13373587
234,2022,2,88053430
234,2022,3,47810413
234,2022,4,8185079
234,2022,5,37589689
234,2022,6,37674899
234,2022,7,88343913
234,2022,8,21886920
234,2022,9,78139214
234,2022,10,57240117
234,2022,11,70696573
234,2022,12,27505129
234,2023,1,96225313
234,2023,2,43921821
234,2023,3,89285790
234,2023,4,95780946
234,2023,5,51590357
234,2023,6,81871279
234,2023,7,1671307
234,2023,8,54486752
234,2023,9,68494840
234,2023,10,55549566
234,2023,11,99655852
234,2023,12,14173760
235,2019,1,58107406
235,2019,2,71306329
235,2019,3,50676850
235,2019,4,38192037
235,2019,5,65805864
235,2019,6,48670890
235,2019,7,36516458
235,2019,8,74344098
235,2019,9,9016803
235,2019,10,14140518
235,2019,11,13959578
235,2019,12,44851404
235,2020,1,6919141
235,2020,2,66550874
235,2020,3,91657226
235,2020,4,28415707
235,2020,5,3179352
235,2020,6,93152780
235,2020,7,75712346
235,2020,8,23842996
235,2020,9,36857811
235,2020,10,61716994
235,2020,11,16537894
235,2020,12,803629
235,2021,1,79769107
235,2021,2,22743051
235,2021,3,656132
235,2021,4,44993970
235,2021,5,61054012
235,2021,6,89034371
235,2021,7,79471606
235,2021,8,9480013
235,2021,9,97982778
235,2021,10,26801279
235,2021,11,21666866
235,2021,12,4005821
235,2022,1,32664022
235,2022,2,72134869
235,2022,3,16246800
235,2022,4,41398405
235,2022,5,80205133
235,2022,6,21481169
235,2022,7,92308679
235,2022,8,48445634
235,2022,9,62204016
235,2022,10,36011232
235,2022,11,48634904
235,2022,12,79814742
235,2023,1,74515746
235,2023,2,6935709
235,2023,3,55791296
235,2023,4,65363994
235,2023,5,72715909
235,2023,6,634397
235,2023,7,88844199
235,2023,8,50024115
235,2023,9,78179682
235,2023,10,96392929
235,2023,11,14214281
235,2023,12,58462096
236,2019,1,39143370
236,2019,2,62893224
236,2019,3,76054824
236,2019,4,3546651
236,2019,5,8810731
236,2019,6,95123356
236,2019,7,44918908
236,2019,8,62622
236,2019,9,62711688
236,2019,10,39495736
236,2019,11,68486080
236,2019,12,93621339
236,2020,1,78528135
236,2020,2,2083024
236,2020,3,19305651
236,2020,4,55123729
236,2020,5,32247963
236,2020,6,82238849
236,2020,7,10316573
236,2020,8,64837381
236,2020,9,69322106
236,2020,10,91179620
236,2020,11,82771646
236,2020,12,99562061
236,2021,1,13943459
236,2021,2,8163735
236,2021,3,75727926
236,2021,4,48555334
236,2021,5,2643949
236,2021,6,55936862
236,2021,7,14031815
236,2021,8,44937472
236,2021,9,21834013
236,2021,10,83665534
236,2021,11,77797110
236,2021,12,44812970
236,2022,1,13331522
236,2022,2,3109491
236,2022,3,86231665
236,2022,4,50437835
236,2022,5,67703385
236,2022,6,14256141
236,2022,7,2086377
236,2022,8,68388901
236,2022,9,83103922
236,2022,10,99438152
236,2022,11,1131521
236,2022,12,17504198
236,2023,1,42485721
236,2023,2,30246208
236,2023,3,73266550
236,2023,4,13322805
236,2023,5,93366387
236,2023,6,76128501
236,2023,7,37740183
236,2023,8,53149831
236,2023,9,56914117
236,2023,10,9723068
236,2023,11,80234191
236,2023,12,95718211
237,2019,1,384547
237,2019,2,797198
237,2019,3,249680
237,2019,4,13068
237,2019,5,821173
237,2019,6,771263
237,2019,7,652718
237,2019,8,792445
237,2019,9,142795
237,2019,10,987440
237,2019,11,619678
237,2019,12,28371
237,2020,1,135020
237,2020,2,196369
237,2020,3,653878
237,2020,4,368516
237,2020,5,863768
237,2020,6,288456
237,2020,7,834666
237,2020,8,487564
237,2020,9,480011
237,2020,10,522112
237,2020,11,191610
237,2020,12,774764
237,2021,1,867526
237,2021,2,961308
237,2021,3,949373
237,2021,4,420575
237,2021,5,924603
237,2021,6,737876
237,2021,7,67497
237,2021,8,999129
237,2021,9,974220
237,2021,10,926040
237,2021,11,735817
237,2021,12,244110
237,2022,1,949042
237,2022,2,882632
237,2022,3,609317
237,2022,4,501517
237,2022,5,691379
237,2022,6,274894
237,2022,7,900744
237,2022,8,975895
237,2022,9,635282
237,2022,10,376800
237,2022,11,182263
237,2022,12,244852
237,2023,1,770309
237,2023,2,859282
237,2023,3,245717
237,2023,4,793628
237,2023,5,477487
237,2023,6,367790
237,2023,7,236995
237,2023,8,856265
237,2023,9,895516
237,2023,10,123362
237,2023,11,160706
237,2023,12,95702
238,2019,1,720956
238,2019,2,330940
238,2019,3,563871
238,2019,4,551564
238,2019,5,520243
238,2019,6,830927
238,2019,7,984985
238,2019,8,157949
238,2019,9,924281
238,2019,10,544374
238,2019,11,854869
238,2019,12,353158
238,2020,1,435225
238,2020,2,145969
238,2020,3,466641
238,2020,4,982279
238,2020,5,457025
238,2020,6,125500
238,2020,7,612362
238,2020,8,121172
238,2020,9,792051
238,2020,10,147417
238,2020,11,531455
238,2020,12,488078
238,2021,1,297836
238,2021,2,663827
238,2021,3,296179
238,2021,4,592744
238,2021,5,100822
238,2021,6,178790
238,2021,7,31674
238,2021,8,668777
238,2021,9,766928
238,2021,10,985007
238,2021,11,413181
238,2021,12,522190
238,2022,1,863797
238,2022,2,213354
238,2022,3,453887
238,2022,4,507044
238,2022,5,420790
238,2022,6,711779
238,2022,7,793969
238,2022,8,634792
238,2022,9,630973
238,2022,10,931191
238,2022,11,449593
238,2022,12,174037
238,2023,1,519602
238,2023,2,606211
238,2023,3,655040
238,2023,4,815464
238,2023,5,379861
238,2023,6,572394
238,2023,7,878439
238,2023,8,179712
238,2023,9,592113
238,2023,10,195261
238,2023,11,489976
238,2023,12,887997
239,2019,1,64475721
239,2019,2,3299749
239,2019,3,92664907
239,2019,4,61821448
239,2019,5,80037791
239,2019,6,26495814
239,2019,7,84831459
239,2019,8,35480009
239,2019,9,46485730
239,2019,10,46739008
239,2019,11,62731559
239,2019,12,36681290
239,2020,1,35174750
239,2020,2,35955093
239,2020,3,13715479
239,2020,4,52996533
239,2020,5,31360787
239,2020,6,4608091
239,2020,7,39726274
239,2020,8,79238587
239,2020,9,66586735
239,2020,10,32286954
239,2020,11,74486656
239,2020,12,33365446
239,2021,1,76289463
239,2021,2,3644413
239,2021,3,41704088
239,2021,4,22490639
239,2021,5,89202676
239,2021,6,73928152
239,2021,7,47335467
239,2021,8,53099628
239,2021,9,47163434
239,2021,10,30309242
239,2021,11,65295554
239,2021,12,5576153
239,2022,1,76692222
239,2022,2,92491114
239,2022,3,99615934
239,2022,4,78568524
239,2022,5,91372331
239,2022,6,94198441
239,2022,7,7425966
239,2022,8,76898548
239,2022,9,41758445
239,2022,10,22671932
239,2022,11,75449598
239,2022,12,33842596
239,2023,1,92486506
239,2023,2,96376707
239,2023,3,14839566
239,2023,4,27457566
239,2023,5,37858507
239,2023,6,36249073
239,2023,7,21154810
239,2023,8,24284489
239,2023,9,96328587
239,2023,10,46011257
239,2023,11,63765732
239,2023,12,63174882
240,2019,1,8988811
240,2019,2,773308
240,2019,3,7203207
240,2019,4,5108080
240,2019,5,8092140
240,2019,6,4041480
240,2019,7,4774813
240,2019,8,475259
240,2019,9,1507997
240,2019,10,8015683
240,2019,11,2449001
240,2019,12,5594935
240,2020,1,3828565
240,2020,2,230457
240,2020,3,3718162
240,2020,4,404375
240,2020,5,1588512
240,2020,6,1402599
240,2020,7,233501
240,2020,8,1212430
240,2020,9,2345657
240,2020,10,7725163
240,2020,11,1436953
240,2020,12,6901091
240,2021,1,5609476
240,2021,2,7454957
240,2021,3,7642992
240,2021,4,2663151
240,2021,5,3359663
240,2021,6,9433735
240,2021,7,7778683
240,2021,8,4847790
240,2021,9,6534418
240,2021,10,8914183
240,2021,11,7806780
240,2021,12,2473860
240,2022,1,544450
240,2022,2,1025339
240,2022,3,2074186
240,2022,4,2181683
240,2022,5,1704441
240,2022,6,7843810
240,2022,7,2936654
240,2022,8,7759373
240,2022,9,5844028
240,2022,10,3022765
240,2022,11,6280895
240,2022,12,5363992
240,2023,1,7599012
240,2023,2,8769321
240,2023,3,1368193
240,2023,4,8237435
240,2023,5,4552942
240,2023,6,1861778
240,2023,7,414756
240,2023,8,4022783
240,2023,9,8251525
240,2023,10,8419354
240,2023,11,9904922
240,2023,12,4693286
241,2019,1,3500471
241,2019,2,6455937
241,2019,3,9329718
241,2019,4,2268853
241,2019,5,2577069
241,2019,6,874447
241,2019,7,5484265
241,2019,8,4309906
241,2019,9,7120293
241,2019,10,4279578
241,2019,11,9556048
241,2019,12,9997471
241,2020,1,5641262
241,2020,2,7958113
241,2020,3,1971348
241,2020,4,8762812
241,2020,5,4835857
241,2020,6,4672839
241,2020,7,6696919
241,2020,8,9550333
241,2020,9,2976376
241,2020,10,7330880
241,2020,11,9815514
241,2020,12,199162
241,2021,1,1158001
241,2021,2,4698555
241,2021,3,5837965
241,2021,4,2886458
241,2021,5,221786
241,2021,6,2606155
241,2021,7,705468
241,2021,8,9419218
241,2021,9,7621516
241,2021,10,374007
241,2021,11,7629894
241,2021,12,4887456
241,2022,1,3652174
241,2022,2,1408898
241,2022,3,5909320
241,2022,4,3905462
241,2022,5,3309111
241,2022,6,1398520
241,2022,7,8616604
241,2022,8,2591856
241,2022,9,2406972
241,2022,10,7265630
241,2022,11,1410947
241,2022,12,5145617
241,2023,1,6065834
241,2023,2,445012
241,2023,3,9921782
241,2023,4,446978
241,2023,5,1904169
241,2023,6,4280883
241,2023,7,7823748
241,2023,8,1613704
241,2023,9,5441015
241,2023,10,8155153
241,2023,11,9130077
241,2023,12,310908
242,2019,1,794892
242,2019,2,79974
242,2019,3,627378
242,2019,4,802382
242,2019,5,660992
242,2019,6,779204
242,2019,7,690352
242,2019,8,365035
242,2019,9,847750
242,2019,10,80546
242,2019,11,935247
242,2019,12,382160
242,2020,1,96295
242,2020,2,395265
242,2020,3,456894
242,2020,4,780232
242,2020,5,170743
242,2020,6,696706
242,2020,7,636961
242,2020,8,891901
242,2020,9,25085
242,2020,10,937546
242,2020,11,558945
242,2020,12,52497
242,2021,1,163528
242,2021,2,940005
242,2021,3,837621
242,2021,4,468422
242,2021,5,982251
242,2021,6,436009
242,2021,7,997386
242,2021,8,589534
242,2021,9,187257
242,2021,10,636635
242,2021,11,233744
242,2021,12,635854
242,2022,1,397347
242,2022,2,880442
242,2022,3,349576
242,2022,4,119078
242,2022,5,344782
242,2022,6,738212
242,2022,7,872992
242,2022,8,152518
242,2022,9,846775
242,2022,10,417378
242,2022,11,397322
242,2022,12,258146
242,2023,1,259240
242,2023,2,6363
242,2023,3,371348
242,2023,4,816465
242,2023,5,783432
242,2023,6,840740
242,2023,7,421121
242,2023,8,693184
242,2023,9,403772
242,2023,10,400469
242,2023,11,113234
242,2023,12,373557
243,2019,1,3078522
243,2019,2,91592125
243,2019,3,67644642
243,2019,4,63312726
243,2019,5,32740859
243,2019,6,19725487
243,2019,7,80309189
243,2019,8,53301609
243,2019,9,48036232
243,2019,10,27525586
243,2019,11,87831836
243,2019,12,16910971
243,2020,1,50984759
243,2020,2,47386665
243,2020,3,38641745
243,2020,4,83822813
243,2020,5,88623077
243,2020,6,97469633
243,2020,7,13026108
243,2020,8,18309357
243,2020,9,62870385
243,2020,10,79862314
243,2020,11,25101907
243,2020,12,44161711
243,2021,1,73103636
243,2021,2,29412733
243,2021,3,76883128
243,2021,4,11599234
243,2021,5,17585485
243,2021,6,13356700
243,2021,7,76324672
243,2021,8,59019008
243,2021,9,99595322
243,2021,10,39334196
243,2021,11,98519263
243,2021,12,47509171
243,2022,1,26867345
243,2022,2,38411271
243,2022,3,26883178
243,2022,4,65945812
243,2022,5,54314629
243,2022,6,87228602
243,2022,7,20142702
243,2022,8,4392935
243,2022,9,25079045
243,2022,10,57735571
243,2022,11,19639503
243,2022,12,77551762
243,2023,1,53334356
243,2023,2,90926011
243,2023,3,52075185
243,2023,4,10217027
243,2023,5,68567932
243,2023,6,15760675
243,2023,7,72840268
243,2023,8,95773075
243,2023,9,41159417
243,2023,10,25917157
243,2023,11,33669623
243,2023,12,2660513
244,2019,1,796234
244,2019,2,832194
244,2019,3,779490
244,2019,4,753619
244,2019,5,649383
244,2019,6,827859
244,2019,7,953860
244,2019,8,514506
244,2019,9,442100
244,2019,10,121179
244,2019,11,583442
244,2019,12,876705
244,2020,1,567633
244,2020,2,393404
244,2020,3,714205
244,2020,4,658176
244,2020,5,493680
244,2020,6,685124
244,2020,7,954516
244,2020,8,628647
244,2020,9,93290
244,2020,10,626565
244,2020,11,440793
244,2020,12,266309
244,2021,1,321561
244,2021,2,988540
244,2021,3,893017
244,2021,4,802245
244,2021,5,221383
244,2021,6,4911
244,2021,7,869882
244,2021,8,526605
244,2021,9,854060
244,2021,10,927005
244,2021,11,20914
244,2021,12,970121
244,2022,1,165893
244,2022,2,427357
244,2022,3,518856
244,2022,4,224645
244,2022,5,494927
244,2022,6,888262
244,2022,7,781660
244,2022,8,202310
244,2022,9,512803
244,2022,10,950495
244,2022,11,181957
244,2022,12,427835
244,2023,1,542249
244,2023,2,920837
244,2023,3,193787
244,2023,4,541130
244,2023,5,87768
244,2023,6,892144
244,2023,7,217500
244,2023,8,158814
244,2023,9,245099
244,2023,10,463385
244,2023,11,180862
244,2023,12,96743
245,2019,1,4369186
245,2019,2,7882809
245,2019,3,2872162
245,2019,4,8236285
245,2019,5,9489258
245,2019,6,8836905
245,2019,7,2190258
245,2019,8,1881689
245,2019,9,9689827
245,2019,10,1555868
245,2019,11,66864
245,2019,12,1658126
245,2020,1,7336479
245,2020,2,1350841
245,2020,3,5612262
245,2020,4,2864796
245,2020,5,9460826
245,2020,6,9775050
245,2020,7,198032
245,2020,8,4359119
245,2020,9,3253426
245,2020,10,4496069
245,2020,11,338880
245,2020,12,99338
245,2021,1,7749746
245,2021,2,6724390
245,2021,3,6943567
245,2021,4,806556
245,2021,5,4476379
245,2021,6,7431900
245,2021,7,2922943
245,2021,8,1579152
245,2021,9,9549726
245,2021,10,5011464
245,2021,11,1038208
245,2021,12,8865514
245,2022,1,7991990
245,2022,2,7202715
245,2022,3,8712871
245,2022,4,1848775
245,2022,5,2005759
245,2022,6,1875612
245,2022,7,1666830
245,2022,8,4690971
245,2022,9,9714549
245,2022,10,7783431
245,2022,11,8046932
245,2022,12,926023
245,2023,1,6918032
245,2023,2,114798
245,2023,3,9186
245,2023,4,8537607
245,2023,5,7456646
245,2023,6,4761360
245,2023,7,8430141
245,2023,8,7852818
245,2023,9,1505692
245,2023,10,7880187
245,2023,11,355479
245,2023,12,5885158
246,2019,1,5771545
246,2019,2,3495575
246,2019,3,3593960
246,2019,4,5485002
246,2019,5,266393
246,2019,6,5573078
246,2019,7,2040534
246,2019,8,4949880
246,2019,9,2895241
246,2019,10,6727919
246,2019,11,9947333
246,2019,12,3662978
246,2020,1,9679791
246,2020,2,1407335
246,2020,3,8619759
246,2020,4,2527506
246,2020,5,7525880
246,2020,6,2554955
246,2020,7,9714888
246,2020,8,6797411
246,2020,9,6384776
246,2020,10,4678060
246,2020,11,9695565
246,2020,12,9384197
246,2021,1,7297033
246,2021,2,5883007
246,2021,3,2918404
246,2021,4,7269824
246,2021,5,2247095
246,2021,6,6268919
246,2021,7,1150873
246,2021,8,2984800
246,2021,9,4564243
246,2021,10,2316657
246,2021,11,4105031
246,2021,12,7438076
246,2022,1,3293811
246,2022,2,6929851
246,2022,3,1635796
246,2022,4,5000385
246,2022,5,5693217
246,2022,6,383713
246,2022,7,3472806
246,2022,8,2419880
246,2022,9,1647277
246,2022,10,601396
246,2022,11,2373313
246,2022,12,4411484
246,2023,1,9937343
246,2023,2,7487511
246,2023,3,5991576
246,2023,4,8656160
246,2023,5,7052590
246,2023,6,8353752
246,2023,7,4334361
246,2023,8,1586685
246,2023,9,5590044
246,2023,10,6994327
246,2023,11,7555814
246,2023,12,4079007
247,2019,1,417855
247,2019,2,95760
247,2019,3,181824
247,2019,4,903914
247,2019,5,748935
247,2019,6,412225
247,2019,7,370044
247,2019,8,778451
247,2019,9,528059
247,2019,10,306409
247,2019,11,118721
247,2019,12,828753
247,2020,1,254761
247,2020,2,624896
247,2020,3,127619
247,2020,4,309602
247,2020,5,915324
247,2020,6,350425
247,2020,7,219064
247,2020,8,583974
247,2020,9,75803
247,2020,10,907217
247,2020,11,760179
247,2020,12,769489
247,2021,1,622506
247,2021,2,608866
247,2021,3,780077
247,2021,4,336574
247,2021,5,741390
247,2021,6,959002
247,2021,7,483001
247,2021,8,742910
247,2021,9,410644
247,2021,10,929640
247,2021,11,581220
247,2021,12,275123
247,2022,1,797924
247,2022,2,701150
247,2022,3,927249
247,2022,4,341472
247,2022,5,844642
247,2022,6,566204
247,2022,7,973190
247,2022,8,824641
247,2022,9,79311
247,2022,10,378637
247,2022,11,563215
247,2022,12,512037
247,2023,1,462354
247,2023,2,567669
247,2023,3,718094
247,2023,4,111329
247,2023,5,404065
247,2023,6,188187
247,2023,7,243144
247,2023,8,140404
247,2023,9,854888
247,2023,10,92721
247,2023,11,393399
247,2023,12,300155
248,2019,1,73299661
248,2019,2,93942241
248,2019,3,33613320
248,2019,4,75881315
248,2019,5,69970597
248,2019,6,17989132
248,2019,7,19505598
248,2019,8,88839723
248,2019,9,4432726
248,2019,10,97247487
248,2019,11,27480232
248,2019,12,51859491
248,2020,1,63569059
248,2020,2,22438265
248,2020,3,34870671
248,2020,4,28615730
248,2020,5,69294079
248,2020,6,34142454
248,2020,7,53647028
248,2020,8,38679270
248,2020,9,48241777
248,2020,10,25081327
248,2020,11,47546647
248,2020,12,94881043
248,2021,1,69024954
248,2021,2,50418876
248,2021,3,47552925
248,2021,4,98492326
248,2021,5,98483606
248,2021,6,76917433
248,2021,7,39199028
248,2021,8,54137380
248,2021,9,19778155
248,2021,10,97162207
248,2021,11,71484423
248,2021,12,28986767
248,2022,1,39350082
248,2022,2,89036908
248,2022,3,37038605
248,2022,4,62659590
248,2022,5,33723308
248,2022,6,90265707
248,2022,7,93259119
248,2022,8,91005620
248,2022,9,94270660
248,2022,10,82576998
248,2022,11,25166598
248,2022,12,83523819
248,2023,1,24925949
248,2023,2,57291882
248,2023,3,64487423
248,2023,4,22370732
248,2023,5,48067442
248,2023,6,84811654
248,2023,7,49659489
248,2023,8,48381073
248,2023,9,7720667
248,2023,10,44700043
248,2023,11,82859904
248,2023,12,231702
249,2019,1,8471931
249,2019,2,47324495
249,2019,3,83849043
249,2019,4,3942667
249,2019,5,11470996
249,2019,6,56418072
249,2019,7,91826550
249,2019,8,96313649
249,2019,9,73011688
249,2019,10,40545030
249,2019,11,15962201
249,2019,12,9040782
249,2020,1,25431111
249,2020,2,20929539
249,2020,3,76117651
249,2020,4,54224993
249,2020,5,47936232
249,2020,6,73759825
249,2020,7,97507950
249,2020,8,27921787
249,2020,9,21414024
249,2020,10,44578571
249,2020,11,64344456
249,2020,12,58690518
249,2021,1,42311359
249,2021,2,63536205
249,2021,3,16985338
249,2021,4,78151560
249,2021,5,95258883
249,2021,6,39589425
249,2021,7,25873603
249,2021,8,30696091
249,2021,9,262560
249,2021,10,59320836
249,2021,11,38124887
249,2021,12,77836789
249,2022,1,59385826
249,2022,2,51807743
249,2022,3,92558091
249,2022,4,21684473
249,2022,5,80308167
249,2022,6,66315296
249,2022,7,50449286
249,2022,8,5730021
249,2022,9,59102106
249,2022,10,33907379
249,2022,11,92416875
249,2022,12,36611641
249,2023,1,63003387
249,2023,2,70709804
249,2023,3,32203618
249,2023,4,41263044
249,2023,5,75348915
249,2023,6,39271830
249,2023,7,6487917
249,2023,8,68911898
249,2023,9,22201516
249,2023,10,87753160
249,2023,11,5558918
249,2023,12,90521196
250,2019,1,579068
250,2019,2,3946698
250,2019,3,6841155
250,2019,4,1462596
250,2019,5,1372204
250,2019,6,4085225
250,2019,7,8743975
250,2019,8,9174503
250,2019,9,9956896
250,2019,10,5967242
250,2019,11,9176443
250,2019,12,3990328
250,2020,1,795088
250,2020,2,6744560
250,2020,3,3473004
250,2020,4,8791875
250,2020,5,1564185
250,2020,6,8427702
250,2020,7,2632027
250,2020,8,4723421
250,2020,9,8252171
250,2020,10,2002573
250,2020,11,6796530
250,2020,12,1215283
250,2021,1,819430
250,2021,2,9524945
250,2021,3,3285780
250,2021,4,8091779
250,2021,5,706726
250,2021,6,192536
250,2021,7,6371283
250,2021,8,818872
250,2021,9,2312013
250,2021,10,2693362
250,2021,11,323065
250,2021,12,4019170
250,2022,1,4345892
250,2022,2,4844388
250,2022,3,1334452
250,2022,4,960109
250,2022,5,8412491
250,2022,6,6899227
250,2022,7,8939590
250,2022,8,4621887
250,2022,9,9551535
250,2022,10,5792496
250,2022,11,2919402
250,2022,12,8151422
250,2023,1,3784920
250,2023,2,9889021
250,2023,3,6554516
250,2023,4,9284327
250,2023,5,3193381
250,2023,6,5295686
250,2023,7,9583057
250,2023,8,1438853
250,2023,9,2547044
250,2023,10,542288
250,2023,11,3985191
250,2023,12,868029
251,2019,1,690017
251,2019,2,559049
251,2019,3,992868
251,2019,4,630093
251,2019,5,102190
251,2019,6,165432
251,2019,7,40801
251,2019,8,529110
251,2019,9,443186
251,2019,10,135756
251,2019,11,735899
251,2019,12,369364
251,2020,1,288729
251,2020,2,288157
251,2020,3,427391
251,2020,4,403569
251,2020,5,854384
251,2020,6,244610
251,2020,7,965184
251,2020,8,710122
251,2020,9,592479
251,2020,10,893409
251,2020,11,427617
251,2020,12,665909
251,2021,1,855885
251,2021,2,644507
251,2021,3,400075
251,2021,4,313329
251,2021,5,133865
251,2021,6,10157
251,2021,7,134416
251,2021,8,856139
251,2021,9,904568
251,2021,10,546197
251,2021,11,931234
251,2021,12,686512
251,2022,1,24594
251,2022,2,690117
251,2022,3,995850
251,2022,4,608789
251,2022,5,98904
251,2022,6,78084
251,2022,7,7144
251,2022,8,535733
251,2022,9,135680
251,2022,10,40153
251,2022,11,435585
251,2022,12,323029
251,2023,1,697022
251,2023,2,18575
251,2023,3,405353
251,2023,4,374199
251,2023,5,378610
251,2023,6,473914
251,2023,7,147992
251,2023,8,169135
251,2023,9,929149
251,2023,10,261507
251,2023,11,515107
251,2023,12,828069
252,2019,1,49618968
252,2019,2,4374884
252,2019,3,64448138
252,2019,4,95155131
252,2019,5,82382561
252,2019,6,1397198
252,2019,7,39321087
252,2019,8,10816737
252,2019,9,37233467
252,2019,10,91824306
252,2019,11,23862659
252,2019,12,9916732
252,2020,1,64250644
252,2020,2,36145317
252,2020,3,11739569
252,2020,4,70613280
252,2020,5,97559480
252,2020,6,1290214
252,2020,7,22332333
252,2020,8,4092107
252,2020,9,64583836
252,2020,10,64757825
252,2020,11,84258329
252,2020,12,15191927
252,2021,1,97473324
252,2021,2,32734909
252,2021,3,63714009
252,2021,4,3395955
252,2021,5,54405795
252,2021,6,11648159
252,2021,7,49084172
252,2021,8,95378088
252,2021,9,53472350
252,2021,10,72070936
252,2021,11,42101676
252,2021,12,51232340
252,2022,1,26214116
252,2022,2,6808236
252,2022,3,54038217
252,2022,4,35233316
252,2022,5,24007524
252,2022,6,91433976
252,2022,7,5110227
252,2022,8,70581777
252,2022,9,40219127
252,2022,10,87723545
252,2022,11,26732588
252,2022,12,4058289
252,2023,1,68896050
252,2023,2,29745473
252,2023,3,19908380
252,2023,4,96287724
252,2023,5,42263665
252,2023,6,12301088
252,2023,7,73880101
252,2023,8,90751435
252,2023,9,91307167
252,2023,10,88033887
252,2023,11,64766805
252,2023,12,72179939
253,2019,1,588826
253,2019,2,135430
253,2019,3,274472
253,2019,4,319958
253,2019,5,443042
253,2019,6,807928
253,2019,7,150053
253,2019,8,281026
253,2019,9,445317
253,2019,10,114013
253,2019,11,489414
253,2019,12,624400
253,2020,1,798587
253,2020,2,878912
253,2020,3,171213
253,2020,4,671722
253,2020,5,46916
253,2020,6,870645
253,2020,7,976638
253,2020,8,14533
253,2020,9,200341
253,2020,10,589548
253,2020,11,601941
253,2020,12,576029
253,2021,1,58648
253,2021,2,616423
253,2021,3,990424
253,2021,4,765042
253,2021,5,857505
253,2021,6,436359
253,2021,7,99848
253,2021,8,811858
253,2021,9,17654
253,2021,10,849245
253,2021,11,29438
253,2021,12,80118
253,2022,1,732221
253,2022,2,606748
253,2022,3,345418
253,2022,4,90572
253,2022,5,518493
253,2022,6,640179
253,2022,7,320349
253,2022,8,231344
253,2022,9,824502
253,2022,10,801700
253,2022,11,136891
253,2022,12,819956
253,2023,1,339162
253,2023,2,514696
253,2023,3,110703
253,2023,4,33924
253,2023,5,766834
253,2023,6,296064
253,2023,7,291453
253,2023,8,160363
253,2023,9,652111
253,2023,10,771072
253,2023,11,448341
253,2023,12,312646
254,2019,1,3818872
254,2019,2,2806303
254,2019,3,9438089
254,2019,4,5287754
254,2019,5,2128507
254,2019,6,9277113
254,2019,7,4516813
254,2019,8,4813205
254,2019,9,459674
254,2019,10,7231892
254,2019,11,8345196
254,2019,12,5733853
254,2020,1,6669164
254,2020,2,1733242
254,2020,3,3625230
254,2020,4,5265543
254,2020,5,177603
254,2020,6,8742123
254,2020,7,2745427
254,2020,8,2394326
254,2020,9,8168784
254,2020,10,1240037
254,2020,11,3293432
254,2020,12,9157503
254,2021,1,1898505
254,2021,2,7310839
254,2021,3,4660365
254,2021,4,1311254
254,2021,5,4646418
254,2021,6,1193378
254,2021,7,4145306
254,2021,8,2205348
254,2021,9,3657370
254,2021,10,4668678
254,2021,11,1304255
254,2021,12,5604345
254,2022,1,8304109
254,2022,2,6286332
254,2022,3,596127
254,2022,4,4692469
254,2022,5,1542628
254,2022,6,4797021
254,2022,7,4517819
254,2022,8,1265551
254,2022,9,4127015
254,2022,10,9883233
254,2022,11,7559107
254,2022,12,3000143
